N,P,K,temperature,humidity,ph,rainfall,season_length,altitude,label
76.33904962188986,43.96092084598665,44.67135045301877,14.068318246994505,49.98,6.22,320.65553705621676,159.66,587.65,wheat
88.69937415451912,40.816350587303944,47.858888787467194,29.920986032835657,45.88,5.38,1382.8660573389704,119.51,437.33,mango
86.51009493285824,32.52088940931433,50.71036728921434,22.03911227360383,60.57,6.2,644.0722644222851,243.62,375.76,citrus
128.81,25.95,157.27,36.31,89.36,5.57,1519.76,347.67,0.0,sugarcane
93.36985496628526,28.170702129340796,53.39852684322646,33.29056658308905,65.44,5.36,2053.3409838281154,138.54,163.28,mango
30.41,41.07,50.87,11.82,37.69,6.69,490.0,128.38,543.02,lentil
82.75095731322851,41.442911471327115,49.102924819730674,20.08246825273136,62.44,5.59,700.872862570682,136.8,148.31,maize
110.34,75.09,175.81,25.39,80.28,6.56,1702.64,243.73,71.68,banana
48.74386196156176,22.931218261602755,64.88818115995579,19.75219951774307,43.22,6.32,600.7992886576287,264.52,426.88,fig
40.0935105545253,20.4499550113141,31.903327701844496,23.42844426315309,53.6,7.01,868.3025804218935,178.77,426.32,fig
168.32,52.32,146.77,31.97,76.75,6.27,1597.87,314.54,49.37,sugarcane
147.78,46.14,115.68,30.53,76.12,6.37,1669.96,332.02,107.72,sugarcane
36.33624775763855,24.83300069769267,45.41881738798942,21.128688828657275,47.59,7.74,732.6355351399021,236.81,556.77,fig
103.53697398780761,56.55566703819134,56.07450994632174,29.45594013949809,60.43,6.47,657.0405190399905,184.52,160.43,maize
64.42309308967597,32.478650253078726,45.786770171899946,17.000997509433198,42.8,7.2,392.03508273018696,204.71,540.19,wheat
84.52331359310749,48.964841691616925,33.450501082448696,21.427537961425816,50.01,5.52,383.81570600907685,109.98,542.62,wheat
39.395461521109056,49.88038350146745,36.32962967261051,18.49322333323719,41.48,7.26,713.3920834979132,195.48,471.3,fig
62.88,16.8,32.27,21.02,38.93,7.43,454.41,183.04,614.37,almond
25.0,23.18,66.45,22.44,52.74,7.73,436.2,179.21,511.14,almond
21.68,48.33,43.87,18.04,38.77,7.2,641.49,132.13,612.02,chickpea
118.39373706954075,41.809428733022976,49.39779816082879,36.83733182650513,53.55,6.24,2572.7923563637737,120.97,179.53,mango
23.04,58.93,89.78,16.93,38.06,6.26,425.76,139.02,652.46,chickpea
67.2,32.67,52.98,11.44,55.68,7.3,645.25,211.96,186.13,grape
41.15,51.88,43.05,19.08,33.94,6.99,552.72,109.48,480.7,chickpea
26.87,17.63,107.04,18.74,51.85,7.86,304.16,202.9,544.39,almond
100.80359750423338,50.614079756786154,47.67444349438909,32.22717491402644,69.25,5.78,2378.800353461164,173.6,192.52,mango
59.728913935009516,46.327026531206634,52.498923400511075,21.011150117432088,56.07,8.39,825.9072874153642,141.37,371.16,olive
32.34,33.92,151.83,14.83,62.99,6.4,590.37,206.95,155.68,grape
41.01,57.23,92.37,17.64,36.14,6.88,411.1,156.7,428.11,chickpea
93.58391267386546,23.175525725745246,59.80652189053731,21.811167926568167,65.56,6.66,955.7287715279203,285.11,303.93,citrus
85.76,37.94,71.64,24.38,91.6,5.73,1508.97,161.01,30.7,rice
21.733513336324165,32.225944399637456,61.3263602418437,22.080725777960453,61.12,7.64,758.0572908959405,231.59,424.04,olive
57.52,22.79,79.52,14.92,54.71,5.76,691.3,161.02,179.55,grape
22.58,14.01,44.08,15.49,39.14,7.04,402.69,198.12,458.94,almond
142.57,52.79,103.03,28.92,96.02,6.53,1430.01,318.31,71.74,sugarcane
87.19370998724946,48.493415492506536,45.116337666851294,25.480475028385435,73.52,6.45,629.9387295376641,149.26,114.25,maize
124.07,86.56,201.02,27.13,86.35,5.27,1549.87,325.83,5.68,banana
81.22011109677261,50.36509824209064,53.87208683843758,27.024452444001156,66.2,6.29,842.0263932082314,187.75,175.63,maize
144.96,39.54,129.18,14.29,60.66,6.66,843.34,155.08,233.84,tomato
122.69,52.73,93.75,27.09,98.23,5.5,1452.39,365.0,0.0,sugarcane
157.59,49.56,150.17,21.85,71.36,6.12,755.25,141.51,0.0,tomato
35.36523205523398,25.399988498320607,57.814170029274784,20.20254611560577,45.02,8.05,738.5574398769846,210.6,498.99,fig
49.140341754174486,51.982392596341164,80.153141795492,15.205844942958024,49.01,8.13,456.54139394241656,194.78,396.03,olive
96.02797124973011,55.82676850551572,42.383140910809296,37.396292580768005,47.41,4.96,1544.9745009315047,144.28,452.6,mango
78.47966958272033,24.12329689262414,54.76083610028412,21.034619043084167,51.39,6.35,854.9707728932203,305.51,73.11,citrus
33.43,33.29,26.51,17.25,38.06,7.19,237.04,203.29,542.67,almond
57.05748323513649,35.07642820166069,34.2289824172454,16.52844246257728,41.46,7.36,646.4113062986061,199.43,338.75,fig
100.85688169393296,51.58848036842196,44.898780913873125,29.359040522565778,40.0,6.31,1838.8788096412572,131.56,138.34,mango
69.7718758095655,44.67798458883466,69.02815239163883,24.699098521619945,45.67,7.89,665.4945884959541,311.31,400.71,olive
41.26,70.06,37.36,19.16,33.41,7.11,514.74,162.93,523.02,chickpea
123.31,55.63,160.46,24.03,61.05,6.03,523.4,132.35,0.0,tomato
100.85,78.37,188.83,27.95,87.94,5.37,1580.96,239.17,96.16,banana
93.39842789220856,43.5339201775013,48.103168088000714,21.871328496951232,58.11,6.31,700.64590561046,165.32,82.69,maize
113.3,51.13,52.16,27.0,94.38,6.59,1468.42,90.03,132.81,rice
75.51736153698475,39.839127416063036,46.546910827980334,16.411987054858532,69.79,7.13,925.7855431980827,314.32,206.73,citrus
40.28,34.59,43.56,17.83,43.21,7.24,452.52,224.92,502.59,almond
100.57768416940581,55.420885958779635,76.53267720561986,31.587530015956762,55.04,6.37,584.5111724104302,199.62,115.18,cotton
41.915606589513864,45.45253179291533,56.59231034320978,23.780545885197895,49.31,7.79,822.842808127805,166.28,229.89,fig
14.94,52.86,40.42,23.44,35.59,7.35,307.42,150.6,632.74,chickpea
44.3,38.66,34.95,16.41,29.85,6.56,538.01,151.75,393.56,lentil
71.6175005136931,35.06172788882658,56.5440960017347,24.387301921170284,59.97,6.53,788.3323739937077,328.52,172.14,citrus
87.19941233714566,39.23943739548142,55.37968000352813,21.65143743969514,72.68,6.84,771.6710819590023,288.36,202.58,citrus
37.35837914923102,20.61204832064619,41.44723483191629,18.88047921544581,56.63,7.04,709.3144997200999,255.46,377.82,fig
134.16,54.83,116.64,29.0,79.28,5.47,1305.56,309.7,63.69,sugarcane
73.15,93.46,170.46,21.62,85.57,5.45,1715.26,313.49,0.0,banana
12.64,56.48,55.19,8.89,50.79,5.88,406.46,107.78,516.15,lentil
111.15954023598434,27.81067740764216,42.00286575476702,27.815750163514338,36.7,5.78,2012.6307352500442,133.68,271.56,mango
126.13593070359957,42.132261726224215,87.05550408330458,24.117950831838236,48.86,5.92,748.2332563164659,130.02,0.0,cotton
90.64416332216263,41.228484890538844,40.62878845949094,26.54211539016607,68.53,6.91,806.9433081530271,113.62,119.13,maize
4.05,47.57,56.56,21.57,50.67,7.21,451.46,151.63,403.56,chickpea
126.47,61.39,92.87,36.74,89.78,6.22,1462.79,303.16,150.2,sugarcane
111.55083595263017,47.355522653036935,48.26016507518127,28.819576685277326,61.11,6.44,608.5952231630077,92.8,44.3,maize
149.82,60.8,118.14,29.89,83.8,5.63,1649.14,333.43,0.0,sugarcane
66.76740741736879,31.796378802545643,42.56499881895062,12.194882849941148,50.51,7.75,420.0412352811937,135.19,483.93,wheat
119.72435392992978,44.59677991597391,79.95877127024266,27.3562335364625,51.29,7.32,719.9797726052784,176.54,46.53,cotton
77.94165082618937,48.86921428559752,33.57713369655309,23.6815195333499,44.09,6.53,462.39292174151564,145.27,272.68,wheat
94.94722164312401,50.12292504760179,51.00043283510841,21.394801398336515,81.78,5.61,831.8328294697392,188.63,190.49,maize
101.45,44.35,174.07,24.39,66.76,6.61,651.64,127.5,84.04,tomato
144.41,53.11,159.54,28.12,80.1,6.56,1436.28,355.75,1.37,sugarcane
43.45223523047799,38.13466946775378,37.956672549488985,19.82293883930509,49.63,7.43,546.6991611075182,146.3,367.3,fig
131.28392588350405,40.16928843234619,77.08504607004478,28.38703684548298,50.73,6.17,656.1414021665321,158.19,178.09,cotton
13.39,40.78,36.93,15.49,48.94,6.95,273.39,138.64,268.7,lentil
62.78480469187697,50.830865274361585,65.10337200270001,23.324426408004218,59.66,7.46,642.247536058004,179.85,316.31,olive
14.74,47.75,36.12,23.02,38.49,8.03,392.7,76.05,667.57,chickpea
15.78,62.19,8.38,17.62,47.69,7.53,356.32,70.56,411.97,chickpea
23.48,58.03,56.76,11.76,49.86,6.55,514.47,62.43,624.06,lentil
18.89,1.21,56.19,13.47,43.7,7.08,495.47,240.24,443.02,almond
109.31835121540786,55.308612437560555,43.03523227826351,21.2708161227329,65.12,6.9,788.3294303707065,117.23,416.38,maize
17.7,51.54,63.15,12.19,48.56,6.21,350.35,111.34,385.81,lentil
15.88,61.46,63.6,14.92,50.07,7.02,416.8,124.35,386.43,lentil
119.36,67.14,230.29,25.27,76.3,5.87,1549.71,308.6,60.27,banana
0.0,42.97,41.04,19.83,42.12,8.29,221.33,30.0,673.07,chickpea
46.072284452179474,27.237571773830194,61.46867496013559,17.123391106782762,57.06,6.86,568.839959444212,234.25,553.8,olive
80.64955967797326,50.02104000470926,43.678262103852305,23.03977909149473,68.22,5.46,792.6076468567427,125.77,228.91,maize
63.75076496759681,46.66589943040813,48.933001667783515,10.983022920050168,53.52,7.22,468.28960511661205,119.2,384.66,wheat
20.8,60.02,41.9,13.74,48.49,7.49,417.23,65.02,679.74,chickpea
49.59,16.43,73.27,21.62,45.01,8.01,275.09,217.87,379.96,almond
41.66,62.09,71.43,24.67,42.13,7.55,299.79,126.12,654.1,chickpea
117.02,63.34,156.58,24.42,69.88,5.88,708.67,91.24,0.0,tomato
40.31,54.68,63.44,18.11,48.93,7.7,402.92,144.47,423.27,lentil
12.71,58.44,31.49,17.73,53.07,7.33,477.79,140.31,561.72,chickpea
25.49,5.02,46.97,16.73,40.15,7.08,398.44,217.87,516.98,almond
127.78729669741219,59.36829725391236,80.88520043618965,33.18771643774052,60.85,6.48,546.2356886389161,155.87,123.96,cotton
15.05,68.64,56.03,12.88,49.09,7.96,362.16,106.46,598.43,chickpea
89.35359444642978,43.61424241226761,43.500213853616685,17.476124736367055,52.99,7.06,434.03892174110166,109.02,401.36,wheat
59.59,39.81,110.47,18.79,48.43,6.95,645.15,180.8,414.93,grape
80.59248533733565,55.65014035371806,49.29725596646314,21.617258924753983,60.06,5.77,666.9294625587786,116.85,143.27,maize
93.60435746011476,43.987452569122375,56.14997463313321,36.80599260459224,55.07,5.42,2496.329359205337,182.72,274.24,mango
106.9,31.83,88.47,28.59,86.96,5.48,1556.82,153.71,151.4,rice
81.17253830190228,42.30865559348628,46.854594248668135,21.106458480933473,73.88,5.79,695.6910979233058,157.31,312.9,maize
139.51809472826258,51.84291199977728,72.66459414553685,28.294338103763447,61.99,5.77,778.2959847027197,123.74,0.0,cotton
0.0,58.71,51.41,15.96,56.77,7.36,448.23,115.66,525.92,lentil
120.41250333648159,54.39799272769399,70.10718609251192,24.123963908083383,46.47,6.86,678.6603286692014,194.2,0.0,cotton
48.73,42.24,49.03,15.23,40.8,7.26,532.36,30.0,479.22,chickpea
39.616085004194865,28.31076346608873,67.45410231299942,18.84227179389538,58.22,7.46,551.6260499316252,220.56,334.14,fig
160.6,37.32,154.32,21.09,67.25,6.5,781.33,68.51,136.32,tomato
12.61,3.44,73.13,12.36,44.35,7.26,568.51,300.07,627.0,almond
42.17,15.75,91.25,15.67,40.37,7.2,561.62,199.56,262.68,almond
52.33257761439978,45.87004749319195,30.740983069838236,21.460093840929602,57.67,7.99,714.7436586010474,213.41,414.16,fig
59.136597356564835,28.503834477922375,47.51109087558276,21.297857266636743,51.34,7.44,874.6280872283357,158.59,298.23,fig
36.77,69.01,27.01,14.1,43.49,8.41,374.23,115.85,531.84,chickpea
87.14824483730436,33.28693838125428,42.70479655969445,36.32449317758439,57.75,5.82,2542.5945649698638,188.09,215.55,mango
70.11,24.1,110.18,13.36,60.49,6.01,551.12,225.43,244.92,grape
73.63726376680941,48.24603311130967,31.906516960081113,22.824357270927273,52.99,6.92,428.30727284911075,148.7,383.06,wheat
44.69,31.96,78.61,16.53,56.11,7.02,571.26,232.91,317.85,grape
90.65798562026485,25.91702330424088,45.63271586706914,24.946557850447995,71.09,6.44,644.1940000719886,276.64,54.82,citrus
84.66514022276444,32.78437587034754,33.740644600116454,23.239714388355356,37.04,6.84,489.8059084089615,130.87,536.22,wheat
118.99,43.77,155.09,25.27,61.3,6.03,869.84,101.05,0.0,tomato
43.26,55.97,117.04,18.35,71.77,6.25,538.55,195.04,183.4,grape
120.54,46.7,144.89,32.2,70.27,5.57,1630.96,349.02,198.6,sugarcane
88.77433767130321,41.279255440879034,48.81481076006725,26.783190359852917,63.89,5.36,728.0062977696041,146.83,35.31,maize
43.1410097009294,40.60267160845727,30.865079698471753,21.722578484233086,47.88,6.96,623.3408486704795,210.05,358.27,fig
122.78,60.81,130.17,35.46,80.64,5.57,1815.32,272.24,49.05,sugarcane
120.37,39.72,191.76,24.32,73.48,5.44,691.36,137.72,236.07,tomato
83.05943506949951,33.52629548373831,43.269201962594956,13.249525480316864,61.59,5.88,376.7374803276849,183.39,192.11,wheat
55.83100199916721,40.22658897342191,49.34372192417316,18.145145836895367,39.59,7.15,847.8164675436874,173.65,362.83,fig
46.975892206788586,26.644806465789202,50.041895111776725,18.525347849312528,57.68,7.76,805.6382346315518,272.37,523.48,fig
26.83,25.0,31.22,16.84,43.72,7.17,432.08,197.03,520.17,almond
104.03,54.69,179.31,23.29,71.17,6.02,757.23,95.31,33.71,tomato
94.95951140114246,43.17721928286903,49.216539786454454,22.13826613912491,52.38,5.34,786.9296608615194,160.4,155.86,maize
109.22,68.89,227.75,24.94,96.58,5.49,1456.6,310.49,53.72,banana
126.91,72.14,30.97,25.52,85.83,6.37,1418.82,153.74,207.03,rice
145.37,44.85,149.93,22.95,68.32,5.34,790.6,81.29,130.86,tomato
62.59,43.59,101.65,13.34,50.08,5.68,642.45,176.13,245.1,grape
103.39744473356191,20.36822669562572,51.907467330977866,37.91848863527229,49.85,5.69,2655.5492990524417,111.05,306.68,mango
39.8,50.5,84.81,14.86,34.94,7.21,516.06,108.46,431.64,lentil
34.717069952827,21.043975996050502,42.866498855789885,17.002009848769664,57.31,7.2,599.1249771627628,243.28,492.87,fig
6.04,48.95,46.41,17.24,38.51,7.09,648.47,113.17,577.93,lentil
104.31383212467418,55.44024253777457,42.801520874055115,26.67014899401986,62.91,6.04,804.7170256181313,110.83,173.18,maize
79.78449151358085,23.291257532396408,40.2861497958847,20.836207642955983,77.1,6.35,835.7350231692702,312.36,41.01,citrus
130.37,52.17,126.85,20.41,71.32,5.77,724.12,86.32,86.38,tomato
44.92,43.04,140.31,11.41,35.75,7.44,658.05,175.6,327.68,grape
20.23,59.08,85.8,18.43,48.99,7.33,530.73,140.11,734.83,chickpea
81.41079141437037,35.043051841176315,39.533409923192174,12.01578973700732,58.92,6.07,466.5566628376977,151.74,365.54,wheat
117.08699158692038,53.02766342312029,75.61169367386981,27.875810530108105,54.49,6.94,789.6668262546239,208.41,173.94,cotton
84.82094613613829,34.89623053531782,44.72595332421757,20.141642004450475,54.19,7.5,484.30074541845886,161.06,399.29,wheat
88.4075255456763,30.06136926957662,42.36325277067899,22.390998027155916,62.12,7.42,831.5259741856914,253.03,99.44,citrus
63.01390825979117,36.216965418543204,35.615775978513184,10.58762995586732,39.95,6.83,398.3078488530394,152.25,489.13,wheat
106.68,44.29,49.94,24.52,89.74,5.92,1539.12,176.36,84.86,rice
23.182045464332116,46.15615151074762,75.62683791660713,16.818249672071005,52.58,7.63,870.2230738975802,187.79,396.65,olive
